rva_hex	rva_dec	wasm_func	dump_line	namespace	declaring_type_context	signature
0x736A	29546	48194	2791		AnnouncementManager.<ShowAnnouncement>d__11	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x735D	29533	47518	2808		AnnouncementManager	private void OnDestroy() { }
0x2D13	11539	17202	2811		AnnouncementManager	private void StopListenOnGameOver() { }
0x735E	29534	47519	2815		AnnouncementManager	public override UniTask Init() { }
0x735F	29535	48173	2819		AnnouncementManager	public void DelayInit() { }
0x7360	29536	47517	2822		AnnouncementManager	private void OnGameOver(object args) { }
0x7361	29537	27989	2826		AnnouncementManager	public void ShowAnnouncement(bool force = False) { }
0x7362	29538	47516	2829		AnnouncementManager	public void .ctor() { }
0x736B	29547	48186	2849		PlayerBattlePowerChangeInfo	public int get_TotalDelta() { }
0x736C	29548	48186	2852		PlayerBattlePowerChangeInfo	public int get_DeckDelta() { }
0x736D	29549	48186	2855		PlayerBattlePowerChangeInfo	public bool get_HasTotalChange() { }
0x736E	29550	48194	2870		ArtifactBattleEntry	public static ArtifactBattleEntry FromUserPropData(UserPropData prop) { }
0x736F	29551	27703	2873		ArtifactBattleEntry	public static ArtifactBattleEntry FromEnemyPropBattleEntry(EnemyPropBattleEntry prop) { }
0x7370	29552	1114	2921		BattlePowerManager	public int get_CurrentDeckBattlePower() { }
0x7371	29553	1276	2925		BattlePowerManager	private void set_CurrentDeckBattlePower(int value) { }
0x7372	29554	1130	2929		BattlePowerManager	public int get_CurrentBattlePower() { }
0x7373	29555	1350	2933		BattlePowerManager	private void set_CurrentBattlePower(int value) { }
0x7374	29556	48194	2937		BattlePowerManager	public PlayerBattlePowerChangeInfo get_LastBattlePowerChange() { }
0x7375	29557	48194	2941		BattlePowerManager	private void set_LastBattlePowerChange(PlayerBattlePowerChangeInfo value) { }
0x7376	29558	4357	2945		BattlePowerManager	public float get_AIProp_Difficulty() { }
0x7377	29559	48172	2949		BattlePowerManager	private void set_AIProp_Difficulty(float value) { }
0x7378	29560	43791	2952		BattlePowerManager	public override UniTask Init() { }
0x7379	29561	43789	2955		BattlePowerManager	private void OnDestroy() { }
0x737A	29562	25844	2958		BattlePowerManager	private void StartListeningBattleDataEvents() { }
0x737B	29563	25843	2961		BattlePowerManager	private void StopListeningBattleDataEvents() { }
0x737C	29564	43790	2964		BattlePowerManager	private void OnBattleDataChanged(object obj) { }
0x3065	12389	1130	2967		BattlePowerManager	public int GetPlayerTotalPower() { }
0x3066	12390	1114	2970		BattlePowerManager	public int GetPlayerDeckBattlePower() { }
0x737D	29565	48220	2973		BattlePowerManager	public static bool IsPlayerArtifactBattlePowerEnabled() { }
0x737E	29566	25846	2976		BattlePowerManager	public static bool IsEnemyArtifactBattlePowerEnabled() { }
0x737F	29567	25853	2979		BattlePowerManager	public int CalculateDeckBattlePower(BattlePowerSideInput input) { }
0x7380	29568	11774	2982		BattlePowerManager	public int CalculateTotalBattlePower(BattlePowerSideInput input) { }
0x7381	29569	25854	2985		BattlePowerManager	public static BattlePowerSideInput BuildPlayerBattlePowerSideInput() { }
0x7382	29570	48165	2988		BattlePowerManager	public int GetArtifactBattlePower(UserPropData prop) { }
0x7383	29571	6652	2991		BattlePowerManager	public void RefreshPlayerBattlePower() { }
0x7384	29572	48194	2994		BattlePowerManager	private void NotifyBattlePowerChanged(PlayerBattlePowerChangeInfo changeInfo) { }
0x7385	29573	48162	2997		BattlePowerManager	private static float GetPropAttrTypeBattleFactor(PropManager.PropAttrType attrType) { }
0x7386	29574	25852	3000		BattlePowerManager	private static float GetAttrBattlePowerRatioFromArtifacts(List<ArtifactBattleEntry> activatedArtifacts) { }
0x7387	29575	48162	3003		BattlePowerManager	private static float GetSingleArtifactAttrBattlePowerMultiplier(ArtifactBattleEntry entry) { }
0x7388	29576	15905	3006		BattlePowerManager	private static float GetSkillBattlePowerRatio(ArtifactBattleEntry entry) { }
0x7389	29577	15907	3009		BattlePowerManager	private static float GetForgeBattlePowerRatio(ArtifactBattleEntry entry) { }
0x738A	29578	25842	3012		BattlePowerManager	private static bool TryFindEquipArtifactEntry(string equipPropId, List<ArtifactBattleEntry> activatedArtifacts, out ArtifactBattleEntry equipEntry) { }
0x738B	29579	25845	3015		BattlePowerManager	private static RareLevel ResolvePropRareLevel(string infoId) { }
0x738C	29580	25847	3018		BattlePowerManager	private static float GetTraitForgeBattlePowerTerm(GlobalArtifactsForgeInfo traitConfig) { }
0x738D	29581	25855	3021		BattlePowerManager	public static Dictionary<string, List<int>> BuildBattleCardUnLockTalentId(List<UserHeroCardData> battleCardList, Dictionary<string, UserCardTalentData> talent, Dictionary<string, List<Talent2Data>> talent2) { }
0x738E	29582	9285	3024		BattlePowerManager	public int GetCardDeckCP(List<UserHeroCardData> cardDatas, Dictionary<string, List<int>> allCardUnLockTalentId, string getSingleCardCP) { }
0x738F	29583	15906	3027		BattlePowerManager	public Dictionary<int, int> GetHeroCardDataFetterCount(List<UserHeroCardData> cardDatas) { }
0x7390	29584	25851	3030		BattlePowerManager	private float GetCardBasePower(string cardId, int level) { }
0x7391	29585	25849	3033		BattlePowerManager	private float GetSpawnCoefficient(string rareLevel) { }
0x7392	29586	25848	3036		BattlePowerManager	private float GetTalentCoefficient(List<int> allUnLockTalenId, string cardId) { }
0x7393	29587	25850	3039		BattlePowerManager	private float GetFetterProfessionWeight(List<UserHeroCardData> cardList, UserHeroCardData card) { }
0x7394	29588	43788	3042		BattlePowerManager	public void .ctor() { }
0x73F4	29684	31049	3096		CheatControl.<>c	private static void .cctor() { }
0x73F5	29685	1006	3099		CheatControl.<>c	public void .ctor() { }
0x73F6	29686	31888	3102		CheatControl.<>c	internal void <Init>b__62_0(string _) { }
0x73F7	29687	31886	3105		CheatControl.<>c	internal void <Init>b__62_1(string _) { }
0x73F8	29688	48194	3108		CheatControl.<>c	internal void <Init>b__62_2(string _) { }
0x73F9	29689	31872	3111		CheatControl.<>c	internal void <Init>b__62_3(string _) { }
0x73FA	29690	31864	3114		CheatControl.<>c	internal void <Init>b__62_4(string _) { }
0x73FB	29691	31863	3117		CheatControl.<>c	internal void <Init>b__62_5(string _) { }
0x73FC	29692	48194	3120		CheatControl.<>c	internal void <Init>b__62_6(string _) { }
0x73FD	29693	31862	3123		CheatControl.<>c	internal void <Init>b__62_7(string _) { }
0x73FE	29694	31861	3126		CheatControl.<>c	internal void <Init>b__62_8(string str) { }
0x73FF	29695	48194	3129		CheatControl.<>c	internal void <Init>b__62_11(string str) { }
0x7400	29696	48194	3132		CheatControl.<>c	internal void <Init>b__62_15(string _) { }
0x7401	29697	48194	3135		CheatControl.<>c	internal void <Init>b__62_17(string _) { }
0x7402	29698	31887	3138		CheatControl.<>c	internal void <Init>b__62_18(string _) { }
0x7403	29699	48194	3141		CheatControl.<>c	internal void <Init>b__62_19(string str) { }
0x7404	29700	48194	3144		CheatControl.<>c	internal void <Init>b__62_20(string _) { }
0x7405	29701	31885	3147		CheatControl.<>c	internal void <Init>b__62_21(string _) { }
0x7406	29702	48194	3150		CheatControl.<>c	internal void <Init>b__62_22(string _) { }
0x7407	29703	48194	3153		CheatControl.<>c	internal void <Init>b__62_23(string _) { }
0x7408	29704	48194	3156		CheatControl.<>c	internal void <Init>b__62_24(string _) { }
0x7409	29705	31884	3159		CheatControl.<>c	internal void <Init>b__62_25(string _) { }
0x740A	29706	31883	3162		CheatControl.<>c	internal void <Init>b__62_28(string _) { }
0x740B	29707	48194	3165		CheatControl.<>c	internal void <Init>b__62_29(string str) { }
0x740C	29708	31882	3168		CheatControl.<>c	internal void <Init>b__62_30(string str) { }
0x740D	29709	31881	3171		CheatControl.<>c	internal void <Init>b__62_31(string str) { }
0x740E	29710	31880	3174		CheatControl.<>c	internal void <Init>b__62_32(string _) { }
0x740F	29711	31879	3177		CheatControl.<>c	internal void <Init>b__62_33(string _) { }
0x7410	29712	31878	3180		CheatControl.<>c	internal void <Init>b__62_34(string str) { }
0x7411	29713	31877	3183		CheatControl.<>c	internal void <Init>b__62_35(string str) { }
0x7412	29714	31876	3186		CheatControl.<>c	internal void <Init>b__62_36(string str) { }
0x7413	29715	31875	3189		CheatControl.<>c	internal void <Init>b__62_37(string str) { }
0x7414	29716	31874	3192		CheatControl.<>c	internal void <Init>b__62_38(string str) { }
0x7415	29717	31873	3195		CheatControl.<>c	internal void <Init>b__62_39(string str) { }
0x7416	29718	31871	3198		CheatControl.<>c	internal void <Init>b__62_40(string str) { }
0x7417	29719	31870	3201		CheatControl.<>c	internal void <Init>b__62_41(string str) { }
0x7418	29720	31869	3204		CheatControl.<>c	internal void <Init>b__62_42(string str) { }
0x7419	29721	31868	3207		CheatControl.<>c	internal void <Init>b__62_43(string str) { }
0x741A	29722	31867	3210		CheatControl.<>c	internal void <Init>b__62_44(string str) { }
0x741B	29723	48194	3213		CheatControl.<>c	internal void <Init>b__62_45(string str) { }
0x741C	29724	31866	3216		CheatControl.<>c	internal void <Init>b__62_46(string str) { }
0x741D	29725	31865	3219		CheatControl.<>c	internal void <Init>b__62_47(string str) { }
0x3476	13430	19132	3239		CheatControl.<LineArenaUnLockNext>d__123	private void MoveNext() { }
0x741E	29726	48194	3243		CheatControl.<LineArenaUnLockNext>d__123	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x741F	29727	48173	3258		CheatControl.<OpenMysteryAdventureDiscountShopAsync>d__101	private void MoveNext() { }
0x7420	29728	1033	3262		CheatControl.<OpenMysteryAdventureDiscountShopAsync>d__101	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7421	29729	48173	3277		CheatControl.<OpenMysteryAdventurePanelAsync>d__86	private void MoveNext() { }
0x7422	29730	1033	3281		CheatControl.<OpenMysteryAdventurePanelAsync>d__86	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7423	29731	48173	3297		CheatControl.<OpenMysteryAdventureRuinsEventAsync>d__104	private void MoveNext() { }
0x7424	29732	1033	3301		CheatControl.<OpenMysteryAdventureRuinsEventAsync>d__104	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x597C	22908	48173	3321		CheatControl.<RequestOnlineBattleCorePvpArtifactChargeCheatAsync>d__79	private void MoveNext() { }
0x7425	29733	48194	3325		CheatControl.<RequestOnlineBattleCorePvpArtifactChargeCheatAsync>d__79	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x597E	22910	48173	3346		CheatControl.<RequestOnlineBattleCorePvpGoldCheatAsync>d__72	private void MoveNext() { }
0x7426	29734	48194	3350		CheatControl.<RequestOnlineBattleCorePvpGoldCheatAsync>d__72	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x5980	22912	48173	3372		CheatControl.<RequestOnlineBattleCorePvpHexCardCheatAsync>d__81	private void MoveNext() { }
0x7427	29735	48194	3376		CheatControl.<RequestOnlineBattleCorePvpHexCardCheatAsync>d__81	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x5982	22914	48173	3396		CheatControl.<RequestOnlineBattleCorePvpResultCheatAsync>d__76	private void MoveNext() { }
0x7428	29736	48194	3400		CheatControl.<RequestOnlineBattleCorePvpResultCheatAsync>d__76	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x3478	13432	48173	3417		CheatControl.<SendPvpBattleResultGm>d__64	private void MoveNext() { }
0x7429	29737	48194	3421		CheatControl.<SendPvpBattleResultGm>d__64	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x347A	13434	48173	3437		CheatControl.<StartBattleCoreGoldenRuntimeRunner>d__84	private void MoveNext() { }
0x742A	29738	48194	3441		CheatControl.<StartBattleCoreGoldenRuntimeRunner>d__84	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7395	29589	15523	3497		CheatControl	public static void ResetPerfStates() { }
0x7396	29590	48220	3500		CheatControl	public static bool ShouldBlockDamageText() { }
0x7397	29591	48220	3503		CheatControl	public static bool ShouldBlockHpBar() { }
0x7398	29592	48220	3506		CheatControl	public static bool ShouldHideArchitectureModel() { }
0x7399	29593	48220	3509		CheatControl	public static bool ShouldHideArchitectureProgressUI() { }
0x739A	29594	48220	3512		CheatControl	public static bool ShouldHideWallModel() { }
0x739B	29595	48220	3515		CheatControl	public static bool ShouldHideRoleModel() { }
0x739C	29596	15522	3518		CheatControl	public static bool ShouldUseEnemyRoleModelPresentation(bool requestIsEnemy) { }
0x32E4	13028	24919	3521		CheatControl	public static int ResolveRoleModelPresentationEnemyFlag(int enemy) { }
0x739D	29597	48220	3524		CheatControl	public static bool ShouldHideHexInfoUI() { }
0x739E	29598	48220	3527		CheatControl	public static bool ShouldShowAllHexInfoUI() { }
0x739F	29599	48220	3530		CheatControl	public static bool ShouldShowGoldMineHexInfoUI() { }
0x73A0	29600	1608	3534		CheatControl	public bool get_NoAD() { }
0x73A1	29601	1940	3538		CheatControl	private void set_NoAD(bool value) { }
0x73A2	29602	3033	3542		CheatControl	public bool get_NoPay() { }
0x73A3	29603	48194	3546		CheatControl	private void set_NoPay(bool value) { }
0x73A4	29604	48186	3550		CheatControl	public bool get_GmIgnoreCheckInDayLimit() { }
0x73A5	29605	48194	3554		CheatControl	private void set_GmIgnoreCheckInDayLimit(bool value) { }
0x73A6	29606	1032	3558		CheatControl	public string get_BattleCustomPropId() { }
0x73A7	29607	1209	3562		CheatControl	private void set_BattleCustomPropId(string value) { }
0x73A8	29608	1130	3566		CheatControl	public int get_BattleEditorOfflinePveLocalPlayerId() { }
0x73A9	29609	1350	3570		CheatControl	private void set_BattleEditorOfflinePveLocalPlayerId(int value) { }
0x73AA	29610	1219	3574		CheatControl	public string get_PlayerBarracksOverrideRoleId() { }
0x73AB	29611	1387	3578		CheatControl	private void set_PlayerBarracksOverrideRoleId(string value) { }
0x73AC	29612	1255	3582		CheatControl	public string get_PlayerBarracksOverrideCardId() { }
0x73AD	29613	1479	3586		CheatControl	private void set_PlayerBarracksOverrideCardId(string value) { }
0x73AE	29614	24921	3589		CheatControl	public void Init() { }
0x73AF	29615	15521	3592		CheatControl	public static bool TryApplyBattleArtifactChargeCheat(int chargeCount = 1) { }
0x73B0	29616	48194	3596		CheatControl	private static void SendPvpBattleResultGm(string command, string displayName) { }
0x73B1	29617	48173	3599		CheatControl	private static void OpenTimingPushGiftPackPanel(string typeText) { }
0x73B2	29618	48173	3602		CheatControl	private static void OpenTimingPushGiftPackPanelInternal(ShopManager.TimingPushGiftPackType packType) { }
0x73B3	29619	48384	3605		CheatControl	private static void OpenGiftChainPanel2ForGm() { }
0x73B4	29620	48220	3608		CheatControl	private static bool EnsureGiftChain2ReadyForGm() { }
0x73B5	29621	48220	3611		CheatControl	private static string GetGiftChain2BuyLevelForGm() { }
0x73B6	29622	15520	3614		CheatControl	private static bool TryHandleOnlineBattleCorePvpGoldCheat(int amount, bool targetAllPlayers = False) { }
0x73B7	29623	24917	3617		CheatControl	private static bool TryRequestOnlineBattleCorePvpGoldCheat(int amount, bool targetAllPlayers = False) { }
0x73B8	29624	48406	3621		CheatControl	private static Task RequestOnlineBattleCorePvpGoldCheatAsync(string serverUrl, string battleId, int playerId, int amount, bool targetAllPlayers) { }
0x73B9	29625	9192	3624		CheatControl	public static bool TryHandleOnlineBattleCorePvpResultCheat(bool localPlayerShouldWin) { }
0x73BA	29626	24916	3627		CheatControl	private static bool TryRequestOnlineBattleCorePvpResultCheat(bool localPlayerShouldWin) { }
0x73BB	29627	24915	3630		CheatControl	private static bool TryRequestRoomServerPvpBattleResultGm(bool localPlayerShouldWin) { }
0x73BC	29628	48556	3634		CheatControl	private static Task RequestOnlineBattleCorePvpResultCheatAsync(string serverUrl, string battleId, int winnerPlayerId, bool localPlayerShouldWin) { }
0x73BD	29629	48186	3637		CheatControl	private static bool TryHandleOnlineBattleCorePvpArtifactChargeCheat(int chargeCount) { }
0x73BE	29630	48186	3640		CheatControl	private static bool TryRequestOnlineBattleCorePvpArtifactChargeCheat(int chargeCount) { }
0x73BF	29631	48556	3644		CheatControl	private static Task RequestOnlineBattleCorePvpArtifactChargeCheatAsync(string serverUrl, string battleId, int playerId, int chargeCount) { }
0x73C0	29632	48556	3647		CheatControl	public static bool TryRequestOnlineBattleCorePvpHexCardCheat(int targetPlayerId, string cardId, int price, bool clear = False) { }
0x73C1	29633	48114	3651		CheatControl	private static Task RequestOnlineBattleCorePvpHexCardCheatAsync(string serverUrl, string battleId, int playerId, string cardId, int price, bool clear) { }
0x2A30	10800	48165	3654		CheatControl	private static string BuildFrameRelayGmUrl(string serverUrl, string path) { }
0x2A31	10801	48186	3657		CheatControl	private static string EscapeJsonString(string value) { }
0x73C2	29634	48173	3661		CheatControl	private static void StartBattleCoreGoldenRuntimeRunner(string serverBaseUrl) { }
0x73C3	29635	48173	3664		CheatControl	public void OpenMysteryAdventurePanel() { }
